conversation_id,type,facet,score,confidence,category,is_scoreable,note
10,positive,Social Interaction Skills,5,0.93,social,True,
10,positive,Psychoticism,1,0.95,other,True,
10,positive,Ethical leadership rating,5,0.9,social,True,
10,positive,Slothfulness,2,0.37,other,True,
10,positive,Happiness,5,0.94,emotion,True,
10,positive,Contentment Levels,4,0.9,emotion,True,
10,positive,Neuroticism,1,0.85,personality,True,
10,positive,Desire for excellence,1,0.47,other,True,
10,positive,Perceiving,2,0.44,other,True,
10,positive,Liberalism,2,0.49,other,True,
10,positive,Inversion comfort level,1,0.5,other,True,
10,positive,Affection,1,0.43,emotion,True,
10,positive,Numeric Filing Skills,2,0.47,other,True,
10,positive,Martyrdom,2,0.54,other,True,
10,positive,Parathyroid-hormone level,N/A,0.0,physical,False,requires medical/biological data
10,positive,Seeking approval,2,0.51,other,True,
10,positive,Big Five facet Openness – Artistic Interests,4,0.82,personality,True,
10,positive,Psychological construct: Operant-Learning rate,2,0.53,cognitive,True,
10,positive,Psychological construct: Need for Achievement level,2,0.3,cognitive,True,
10,positive,Cantankerousness,1,0.92,other,True,
10,positive,Material properties knowledge,2,0.35,other,True,
10,positive,Hostility,1,0.87,emotion,True,
10,positive,Independence,2,0.54,other,True,
10,positive,Chromatin-accessibility score,N/A,0.0,physical,False,requires medical/biological data
10,positive,Well-being component: Engagement,1,0.37,other,True,
10,positive,Need for social interaction,5,0.82,social,True,
10,positive,Peer-collaboration hours,5,0.83,social,True,
10,positive,Arts and Humanities,1,0.46,other,True,
10,positive,Compassion,4,0.91,emotion,True,
10,positive,Information Retention,1,0.36,cognitive,True,
10,positive,Eye-contact duration,1,0.52,other,True,
10,positive,Self-righteousness,2,0.35,other,True,
10,positive,General Mood and Attitude,1,0.55,emotion,True,
10,positive,Serotonin transporter availability,2,0.47,other,True,
10,positive,Contribution to Group Goals,5,0.9,social,True,
10,positive,Dignity,5,0.86,other,True,
10,positive,Evaluating Solutions,2,0.37,cognitive,True,
10,positive,Input,2,0.42,other,True,
10,positive,Discreteness,1,0.52,other,True,
10,positive,Character strength: Social Intelligence,1,0.31,cognitive,True,
10,positive,Bravery,5,0.8,personality,True,
10,positive,Childhood Experiences,1,0.38,other,True,
10,positive,Data-sharing consent level,1,0.55,other,True,
10,positive,Vision-check frequency,N/A,0.0,physical,False,requires medical/biological data
10,positive,Physical-violence exposure,1,0.89,safety,True,
10,positive,Macronutrient ratio: fat,N/A,0.0,physical,False,requires medical/biological data
10,positive,Cooking and Culinary Arts,1,0.53,other,True,
10,positive,Language use,5,0.81,linguistic,True,
10,positive,Dance-style mastery diversity,5,0.92,social,True,
10,positive,Satya Adherence,2,0.51,other,True,
10,positive,Ethnocentrism,1,0.33,other,True,
10,positive,Emotional Boundaries,1,0.54,emotion,True,
10,positive,Creativity in solutions,1,0.51,cognitive,True,
10,positive,Psychological construct: Hope scale,1,0.54,cognitive,True,
10,positive,Depression (DEP),1,0.91,emotion,True,
10,positive,Understanding Mathematical Concepts,1,0.32,cognitive,True,
10,positive,Hypomania (Ma),1,0.53,other,True,
10,positive,Goal-Directed Behavior,2,0.38,other,True,
10,positive,Depth of Emotional Connections,1,0.5,emotion,True,
10,positive,Binding foundations index,1,0.53,other,True,
10,positive,Ego Dissolution Frequency,2,0.31,other,True,
10,positive,Activator: Turning thoughts into action,2,0.32,other,True,
10,positive,Exemplariness,1,0.44,other,True,
10,positive,Frankness,2,0.51,personality,True,
10,positive,Psychological construct: Psychological Safety climate,2,0.32,cognitive,True,
10,positive,Psychological construct: Self-Compassion total,4,0.87,emotion,True,
10,positive,Psychological construct: Executive-Function composite,2,0.5,cognitive,True,
10,positive,Rebelliousness,1,0.38,personality,True,
10,positive,Volunteer Work,1,0.41,other,True,
10,positive,Intellect,2,0.45,other,True,
10,positive,Use of Mathematical Formulas,1,0.33,cognitive,True,
10,positive,Coarseness,1,0.93,other,True,
10,positive,Sensitivity,1,0.46,other,True,
10,positive,Divided Attention Ability,2,0.39,cognitive,True,
10,positive,Psychological construct: Acculturative Stress score,1,0.89,cognitive,True,
10,positive,Dauntlessness,1,0.33,personality,True,
10,positive,Concreteness,1,0.32,other,True,
10,positive,Hysteria (Hy),2,0.45,other,True,
10,positive,Sentence Structure,4,0.82,linguistic,True,
10,positive,Esteem Needs,2,0.45,personality,True,
10,positive,Understanding mechanical concepts,2,0.39,other,True,
10,positive,Auditory Memory Recall,1,0.43,cognitive,True,
10,positive,Storytelling proficiency,4,0.86,linguistic,True,
10,positive,Music-lessons years,1,0.54,other,True,
10,positive,Warmheartedness,1,0.5,emotion,True,
10,positive,Self-effacement,2,0.35,other,True,
10,positive,Outspokenness,2,0.47,personality,True,
10,positive,Sleep-environment temperature,N/A,0.0,physical,False,requires medical/biological data
10,positive,Comprehension of spoken information,2,0.45,cognitive,True,
10,positive,Blissfulness,2,0.51,emotion,True,
10,positive,Sequential Memory Recall,2,0.45,cognitive,True,
10,positive,Withdrawnness,2,0.38,other,True,
10,positive,Conservatism,1,0.41,other,True,
10,positive,Ardency,1,0.42,personality,True,
10,positive,Aesthetic Appreciation,1,0.46,other,True,
10,positive,Value orientation: Universalism,1,0.42,other,True,
10,positive,Perseverance,5,0.92,other,True,
10,positive,Regularity of Self-Reflection,2,0.35,other,True,
10,positive,Controlling Reactions,1,0.51,safety,True,
10,positive,Psychological construct: Cultural Intelligence – Behavioral,1,0.39,cognitive,True,
10,positive,Metabolic Rate (Low or High),N/A,0.0,physical,False,requires medical/biological data
10,positive,Dietary Habits,N/A,0.0,physical,False,requires medical/biological data
10,positive,Significance: Desire to make an impact,1,0.39,other,True,
10,positive,Psychological construct: Resilience-Trait score,1,0.34,cognitive,True,
10,positive,Boredom Susceptibility,2,0.35,other,True,
10,positive,Psychological construct: Consummatory Pleasure scale,2,0.31,cognitive,True,
10,positive,Macronutrient ratio: carbs,N/A,0.0,physical,False,requires medical/biological data
10,positive,Passport-stamps count,1,0.35,other,True,
10,positive,Local-food sourcing %,2,0.34,other,True,
10,positive,Patient care orientation,2,0.48,other,True,
10,positive,Soft-skill training hours,2,0.51,other,True,
10,positive,Graffiti appreciation,1,0.34,other,True,
10,positive,Preference for Home-Cooked vs Restaurant Meals,N/A,0.0,other,False,requires spiritual/religious observance data
10,positive,Immune-response age,N/A,0.0,physical,False,requires medical/biological data
10,positive,Social-cognition variable: Cognitive Empathy,5,0.94,cognitive,True,
10,positive,Kink-interest diversity,4,0.86,social,True,
10,positive,Judging Consequences,1,0.38,cognitive,True,
10,positive,Harmfulness,1,0.87,safety,True,
10,positive,Affinity,2,0.47,emotion,True,
10,positive,Abasement,2,0.52,other,True,
10,positive,Chronic pain presence,1,0.33,other,True,
10,positive,Initiative,1,0.5,other,True,
10,positive,Courageousness,5,0.85,personality,True,
10,positive,Joyfulness,4,0.94,emotion,True,
10,positive,Suspicion,1,0.51,other,True,
10,positive,Basophil count,N/A,0.0,physical,False,requires medical/biological data
10,positive,Attachment avoidance score,N/A,0.0,physical,False,requires medical/biological data
10,positive,Brazenness,2,0.5,personality,True,
10,positive,Talkativeness,2,0.36,other,True,
10,positive,Equitableness,2,0.52,other,True,
10,positive,Ideas generated/day,2,0.35,other,True,
10,positive,Originality,1,0.5,other,True,
10,positive,Fearfulness: Fear of physical dangers,1,0.89,emotion,True,
10,positive,Dance rehearsal hours/week,N/A,0.0,physical,False,requires medical/biological data
10,positive,Public-transport km/week,2,0.42,other,True,
10,positive,Social Desirability Bias,2,0.34,safety,True,
10,positive,Disagreeableness,5,0.91,personality,True,
10,positive,Participation in Community Activities,5,0.9,social,True,
10,positive,Impudence,1,0.35,other,True,
10,positive,Analogies,1,0.41,other,True,
10,positive,Clumsiness,1,0.4,other,True,
10,positive,Tendency Toward Compromise or Confrontation,2,0.41,other,True,
10,positive,Robotics-interaction frequency,2,0.44,other,True,
10,positive,Casual lifestyle,2,0.36,other,True,
10,positive,Collectedness,1,0.33,other,True,
10,positive,Reliance on context,1,0.37,other,True,
10,positive,Delegation skills,4,0.87,social,True,
10,positive,Managing emotions,2,0.41,other,True,
10,positive,Scripture memorization verses,2,0.41,other,True,
10,positive,Conventional,2,0.5,other,True,
10,positive,Open-source contributions,4,0.83,social,True,
10,positive,Psychological construct: Social Conformity tendency,1,0.37,cognitive,True,
10,positive,Individuality,1,0.39,other,True,
10,positive,Attachment style: Secure,1,0.37,other,True,
10,positive,Intelligence Quotient (IQ),1,0.5,cognitive,True,
10,positive,Blog-subscriber count,1,0.32,other,True,
10,positive,Non-Verbal Communication Skills,4,0.85,linguistic,True,
10,positive,Drug-use history,2,0.36,other,True,
10,positive,Commute time/day,2,0.35,other,True,
10,positive,Decision-making speed,1,0.55,other,True,
10,positive,Psychological construct: Excuse-Making tendency,2,0.3,cognitive,True,
10,positive,Peer-to-peer lending usage,5,0.92,social,True,
10,positive,Psychological construct: Eye-Contact avoidance score,2,0.54,cognitive,True,
10,positive,Social-cognition variable: Faux Pas Recognition accuracy,4,0.93,social,True,
10,positive,Use of Nature as a Stress Reliever,1,0.92,other,True,
10,positive,Attitude toward learning,2,0.36,cognitive,True,
10,positive,Honesty-humility trait score,5,0.85,other,True,
10,positive,Digital-nomad months,1,0.38,other,True,
10,positive,Snacking Behavior,1,0.41,other,True,
10,positive,Aura-color perception,N/A,0.0,cognitive,False,requires spiritual/religious observance data
10,positive,Cloud-backup frequency,2,0.35,other,True,
10,positive,Learning Style,2,0.51,cognitive,True,
10,positive,Safety compliance,1,0.39,other,True,
10,positive,Sensationalism,1,0.38,other,True,
10,positive,Nationality,1,0.42,other,True,
10,positive,Drollness,2,0.38,other,True,
10,positive,Cooperation,5,0.91,social,True,
10,positive,Breakfast-skipping frequency,2,0.38,other,True,
10,positive,Impulsivity,1,0.85,personality,True,
10,positive,Museum visits/year,1,0.34,other,True,
10,positive,Choir participation years,5,0.95,social,True,
10,positive,Delegation Ability,4,0.88,social,True,
10,positive,Desire to influence others,5,0.89,social,True,
10,positive,Vivacity,2,0.46,personality,True,
10,positive,Genialness,2,0.32,emotion,True,
10,positive,Cognitive measure: Working Memory Index,1,0.47,cognitive,True,
10,positive,Ethical practices,5,0.8,other,True,
10,positive,Civility,5,0.84,social,True,
10,positive,Sleep Apnea,N/A,0.0,physical,False,requires medical/biological data
10,positive,Classiness,1,0.37,personality,True,
10,positive,Control over situations,1,0.41,other,True,
10,positive,Time outdoors/day (h),2,0.43,other,True,
10,positive,Effeteness,1,0.38,other,True,
10,positive,Polygenic risk: cardiovascular disease,N/A,0.0,safety,False,requires medical/biological data
10,positive,Psychological construct: Identity Diffusion level,2,0.4,cognitive,True,
10,positive,Learning through movement,1,0.33,cognitive,True,
10,positive,Caffeine sensitivity gene,N/A,0.0,physical,False,requires medical/biological data
10,positive,Hatefulness,1,0.86,safety,True,
10,positive,Psychological construct: Perfectionistic Strivings,1,0.33,cognitive,True,
10,positive,Wake-time consistency,1,0.38,other,True,
10,positive,Social-cognition variable: Mentalizing network activation,2,0.34,cognitive,True,
10,positive,Patriotism,2,0.45,other,True,
10,positive,Servility,2,0.37,other,True,
10,positive,Stress Recovery Ability,1,0.89,other,True,
10,positive,Troubleshooting technical issues,2,0.45,other,True,
10,positive,Defense-mechanism tendency: Introjection,1,0.43,other,True,
10,positive,Irritability,2,0.42,emotion,True,
10,positive,Travel-companions diversity,5,0.9,social,True,
10,positive,Trust in others,5,0.86,social,True,
10,positive,Gamified-finance-app usage,1,0.4,other,True,
10,positive,Caffeine intake (mg/day),N/A,0.0,physical,False,requires medical/biological data
10,positive,Comfort with Vulnerability,1,0.52,other,True,
10,positive,Anticipativeness,2,0.41,other,True,
10,positive,Home-security-system presence,1,0.47,other,True,
10,positive,HEXACO domain: Honesty-Humility,4,0.84,other,True,
10,positive,Eating Habits (Home-Cooked vs. Eating Out),1,0.37,other,True,
10,positive,Decision-Making Confidence,2,0.47,other,True,
10,positive,Alignment with societal roles,4,0.94,social,True,
10,positive,Connectedness: Belief in interconnections,2,0.55,other,True,
10,positive,Quirkiness,1,0.55,other,True,
10,positive,Creative resilience,1,0.49,other,True,
10,positive,Rapid cognitive processing,2,0.4,cognitive,True,
10,positive,Cordiality,1,0.36,emotion,True,
10,positive,Types of Mindfulness Techniques Used,1,0.42,other,True,
10,positive,Economic reasoning,1,0.46,cognitive,True,
10,positive,Conformity,2,0.4,other,True,
10,positive,Pet-enrichment activities count,2,0.51,other,True,
10,positive,Aestheticism,2,0.31,other,True,
10,positive,Type of Support Preferred (Emotional vs. Practical),2,0.33,emotion,True,
10,positive,Mental Arithmetic Speed,1,0.38,cognitive,True,
10,positive,Patience: Resistance to anger,2,0.42,emotion,True,
10,positive,Flawlessness,1,0.32,personality,True,
10,positive,Self-Efficacy,1,0.48,other,True,
10,positive,Spelling Accuracy,5,0.93,linguistic,True,
10,positive,Peacefulness,1,0.51,other,True,
10,positive,Doggedness,1,0.34,personality,True,
10,positive,Decency,5,0.83,personality,True,
10,positive,Processed-food frequency,1,0.47,other,True,
11,hostile,Risktaking,4,0.85,safety,True,
11,hostile,Naivety,1,0.52,other,True,
11,hostile,Acidity,1,0.41,emotion,True,
11,hostile,Common-sense,1,0.51,other,True,
11,hostile,Hesitation,1,0.4,other,True,
11,hostile,Discontentment,1,0.89,emotion,True,
11,hostile,Overprotectiveness,1,0.49,other,True,
11,hostile,Merriness,1,0.53,emotion,True,
11,hostile,Emotionalism,2,0.53,emotion,True,
11,hostile,Self-improvement,1,0.32,other,True,
11,hostile,Statistical Reasoning,2,0.31,cognitive,True,
11,hostile,Assertiveness and control in relationships,1,0.38,personality,True,
11,hostile,Cunningness,1,0.47,other,True,
11,hostile,Adventure-Seeking Behavior,1,0.36,other,True,
11,hostile,Compassion Fatigue,1,0.92,emotion,True,
11,hostile,Moroseness,1,0.48,emotion,True,
11,hostile,Specialist,1,0.4,other,True,
11,hostile,Aloofness,1,0.5,other,True,
11,hostile,Genuine,1,0.83,personality,True,
11,hostile,Determinedness,1,0.86,personality,True,
11,hostile,Pure Challenge,2,0.33,other,True,
11,hostile,Openness,1,0.85,personality,True,
11,hostile,SelfEsteem,1,0.4,personality,True,
11,hostile,Comparing alphanumeric data,2,0.3,other,True,
11,hostile,Big-heartedness,1,0.41,other,True,
11,hostile,Compulsive activities,1,0.46,other,True,
11,hostile,Disrespect,5,0.83,other,True,
11,hostile,FSH level,N/A,0.0,physical,False,requires medical/biological data
11,hostile,Self Perspective,1,0.4,other,True,
11,hostile,Desperation,2,0.55,emotion,True,
11,hostile,Anatomy knowledge,1,0.48,other,True,
11,hostile,Passive-Aggressive,4,0.9,safety,True,
11,hostile,Presence of Spiritual Pain,2,0.47,other,True,
11,hostile,Role of Spirituality in Community Involvement,1,0.38,social,True,
11,hostile,Structure,2,0.54,other,True,
11,hostile,Eco-tourism trips,2,0.32,other,True,
11,hostile,Chivalrousness,1,0.45,personality,True,
11,hostile,Pilgrimage participation count,2,0.4,social,True,
11,hostile,Mindfulness facet: Observing,1,0.43,other,True,
11,hostile,Submissiveness,1,0.36,personality,True,
11,hostile,Training-cycle length,1,0.38,other,True,
11,hostile,Sensitiveness,2,0.49,other,True,
11,hostile,Negative Affect Frequency,1,0.31,emotion,True,
11,hostile,Feedback-giving frequency,2,0.42,other,True,
11,hostile,Dance-cardio sessions,N/A,0.0,physical,False,requires medical/biological data
11,hostile,Enthusiasm,1,0.83,emotion,True,
11,hostile,Psychological construct: Social Desirability tendency,1,0.36,cognitive,True,
11,hostile,Inattentiveness,2,0.48,other,True,
11,hostile,Unassertiveness,2,0.33,personality,True,
11,hostile,Decision-making decisiveness,2,0.46,cognitive,True,
11,hostile,Sense-of-coherence score,1,0.43,cognitive,True,
11,hostile,Justice-mindedness,2,0.46,other,True,
11,hostile,Subscription count,2,0.49,other,True,
11,hostile,Depression Symptoms,1,0.51,emotion,True,
11,hostile,Spatial perception,2,0.39,cognitive,True,
11,hostile,Brevity,1,0.43,linguistic,True,
11,hostile,Orderliness,1,0.5,other,True,
11,hostile,Multiculturalism,1,0.45,social,True,
11,hostile,Creative risk-taking tendency,4,0.88,safety,True,
11,hostile,Inefficiency,1,0.32,other,True,
11,hostile,Network basics,2,0.32,other,True,
11,hostile,Alphabetical filing skills,1,0.31,other,True,
11,hostile,Work Styles,1,0.53,other,True,
11,hostile,Character strength: Perseverance,1,0.89,other,True,
11,hostile,Competition,1,0.36,other,True,
11,hostile,Logical Sequence Identification,1,0.41,cognitive,True,
11,hostile,Sustainable-transport usage,2,0.38,other,True,
11,hostile,Hardworking,1,0.36,other,True,
11,hostile,Emotional-intelligence measure: Impulsiveness,5,0.86,emotion,True,
11,hostile,Dishonesty,4,0.86,safety,True,
11,hostile,Preferred epistemology,2,0.32,cognitive,True,
11,hostile,Memory for Sounds,2,0.4,cognitive,True,
11,hostile,Sportsmanship rating,1,0.42,other,True,
11,hostile,Immaturity,2,0.43,other,True,
11,hostile,Health-literacy level,2,0.49,linguistic,True,
11,hostile,Estimating Calculations,2,0.3,other,True,
11,hostile,Depression: Feelings of sadness and hopelessness,2,0.41,emotion,True,
11,hostile,Synthesis of information,1,0.49,cognitive,True,
11,hostile,Ethical standards,1,0.82,other,True,
11,hostile,High-spiritedness,1,0.36,other,True,
11,hostile,Critical reasoning,2,0.38,cognitive,True,
11,hostile,Sleep-disorder diagnosis,N/A,0.0,physical,False,requires medical/biological data
11,hostile,Collaboration,1,0.89,social,True,
11,hostile,Precision of Movements,N/A,0.0,physical,False,requires medical/biological data
11,hostile,Social Boldness,1,0.38,personality,True,
11,hostile,Auditory memory,2,0.35,cognitive,True,
11,hostile,Organized lifestyle,1,0.3,other,True,
11,hostile,Skill-endorsements count,2,0.42,other,True,
11,hostile,Mysteriousness,2,0.54,other,True,
11,hostile,Cultural Identity,2,0.4,social,True,
11,hostile,Intrinsic Motivation,2,0.46,other,True,
11,hostile,Impartial-mindedness,1,0.4,other,True,
11,hostile,Burnout Symptoms,1,0.55,other,True,
11,hostile,Holiness,1,0.4,other,True,
11,hostile,Selfcontrol,1,0.35,personality,True,
11,hostile,SelfDirectedness,2,0.54,other,True,
11,hostile,Encouraging participation,2,0.43,social,True,
11,hostile,Impracticalness,2,0.46,other,True,
11,hostile,Meeting Deadlines,2,0.47,other,True,
11,hostile,Data Analysis,2,0.53,other,True,
11,hostile,Social Interaction Skills,1,0.36,social,True,
11,hostile,Psychoticism,5,0.9,other,True,
11,hostile,Ethical leadership rating,1,0.9,social,True,
11,hostile,Slothfulness,2,0.45,other,True,
11,hostile,Happiness,1,0.89,emotion,True,
11,hostile,Contentment Levels,1,0.92,emotion,True,
11,hostile,Neuroticism,4,0.89,personality,True,
11,hostile,Desire for excellence,1,0.52,other,True,
11,hostile,Perceiving,1,0.51,other,True,
11,hostile,Liberalism,2,0.47,other,True,
11,hostile,Inversion comfort level,2,0.45,other,True,
11,hostile,Affection,2,0.49,emotion,True,
11,hostile,Numeric Filing Skills,1,0.33,other,True,
11,hostile,Martyrdom,2,0.5,other,True,
11,hostile,Parathyroid-hormone level,N/A,0.0,physical,False,requires medical/biological data
11,hostile,Seeking approval,2,0.49,other,True,
11,hostile,Big Five facet Openness – Artistic Interests,1,0.8,personality,True,
11,hostile,Psychological construct: Operant-Learning rate,1,0.5,cognitive,True,
11,hostile,Psychological construct: Need for Achievement level,1,0.32,cognitive,True,
11,hostile,Cantankerousness,5,0.92,other,True,
11,hostile,Material properties knowledge,1,0.34,other,True,
11,hostile,Hostility,4,0.88,emotion,True,
11,hostile,Independence,1,0.41,other,True,
11,hostile,Chromatin-accessibility score,N/A,0.0,physical,False,requires medical/biological data
11,hostile,Well-being component: Engagement,1,0.35,other,True,
11,hostile,Need for social interaction,1,0.49,social,True,
11,hostile,Peer-collaboration hours,1,0.94,social,True,
11,hostile,Arts and Humanities,2,0.41,other,True,
11,hostile,Compassion,1,0.82,emotion,True,
11,hostile,Information Retention,2,0.32,cognitive,True,
11,hostile,Eye-contact duration,1,0.37,other,True,
11,hostile,Self-righteousness,2,0.31,other,True,
11,hostile,General Mood and Attitude,1,0.42,emotion,True,
11,hostile,Serotonin transporter availability,1,0.3,other,True,
11,hostile,Contribution to Group Goals,2,0.49,social,True,
11,hostile,Dignity,1,0.92,other,True,
11,hostile,Evaluating Solutions,1,0.32,cognitive,True,
11,hostile,Input,1,0.39,other,True,
11,hostile,Discreteness,2,0.53,other,True,
11,hostile,Character strength: Social Intelligence,2,0.49,cognitive,True,
11,hostile,Bravery,1,0.9,personality,True,
11,hostile,Childhood Experiences,2,0.55,other,True,
11,hostile,Data-sharing consent level,1,0.54,other,True,
11,hostile,Vision-check frequency,N/A,0.0,physical,False,requires medical/biological data
11,hostile,Physical-violence exposure,4,0.95,safety,True,
11,hostile,Macronutrient ratio: fat,N/A,0.0,physical,False,requires medical/biological data
11,hostile,Cooking and Culinary Arts,2,0.5,other,True,
11,hostile,Language use,1,0.41,linguistic,True,
11,hostile,Dance-style mastery diversity,2,0.48,social,True,
11,hostile,Satya Adherence,1,0.31,other,True,
11,hostile,Ethnocentrism,1,0.52,other,True,
11,hostile,Emotional Boundaries,2,0.54,emotion,True,
11,hostile,Creativity in solutions,1,0.39,cognitive,True,
11,hostile,Psychological construct: Hope scale,2,0.43,cognitive,True,
11,hostile,Depression (DEP),1,0.3,emotion,True,
11,hostile,Understanding Mathematical Concepts,2,0.3,cognitive,True,
11,hostile,Hypomania (Ma),2,0.52,other,True,
11,hostile,Goal-Directed Behavior,2,0.47,other,True,
11,hostile,Depth of Emotional Connections,1,0.45,emotion,True,
11,hostile,Binding foundations index,2,0.48,other,True,
11,hostile,Ego Dissolution Frequency,1,0.39,other,True,
11,hostile,Activator: Turning thoughts into action,2,0.55,other,True,
11,hostile,Exemplariness,1,0.48,other,True,
11,hostile,Frankness,2,0.45,personality,True,
11,hostile,Psychological construct: Psychological Safety climate,1,0.52,cognitive,True,
11,hostile,Psychological construct: Self-Compassion total,1,0.92,emotion,True,
11,hostile,Psychological construct: Executive-Function composite,2,0.51,cognitive,True,
11,hostile,Rebelliousness,2,0.34,personality,True,
11,hostile,Volunteer Work,2,0.54,other,True,
11,hostile,Intellect,2,0.47,other,True,
11,hostile,Use of Mathematical Formulas,1,0.36,cognitive,True,
11,hostile,Coarseness,4,0.83,other,True,
11,hostile,Sensitivity,1,0.34,other,True,
11,hostile,Divided Attention Ability,2,0.53,cognitive,True,
11,hostile,Psychological construct: Acculturative Stress score,2,0.36,cognitive,True,
11,hostile,Dauntlessness,2,0.47,personality,True,
11,hostile,Concreteness,1,0.47,other,True,
11,hostile,Hysteria (Hy),2,0.32,other,True,
11,hostile,Sentence Structure,2,0.52,linguistic,True,
11,hostile,Esteem Needs,1,0.46,personality,True,
11,hostile,Understanding mechanical concepts,2,0.53,other,True,
11,hostile,Auditory Memory Recall,2,0.46,cognitive,True,
11,hostile,Storytelling proficiency,2,0.5,linguistic,True,
11,hostile,Music-lessons years,1,0.36,other,True,
11,hostile,Warmheartedness,2,0.32,emotion,True,
11,hostile,Self-effacement,1,0.39,other,True,
11,hostile,Outspokenness,1,0.49,personality,True,
11,hostile,Sleep-environment temperature,N/A,0.0,physical,False,requires medical/biological data
11,hostile,Comprehension of spoken information,1,0.44,cognitive,True,
11,hostile,Blissfulness,1,0.51,emotion,True,
11,hostile,Sequential Memory Recall,2,0.44,cognitive,True,
11,hostile,Withdrawnness,1,0.38,other,True,
11,hostile,Conservatism,1,0.51,other,True,
11,hostile,Ardency,2,0.38,personality,True,
11,hostile,Aesthetic Appreciation,2,0.5,other,True,
11,hostile,Value orientation: Universalism,1,0.43,other,True,
11,hostile,Perseverance,1,0.8,other,True,
11,hostile,Regularity of Self-Reflection,2,0.38,other,True,
11,hostile,Controlling Reactions,5,0.91,safety,True,
11,hostile,Psychological construct: Cultural Intelligence – Behavioral,1,0.45,cognitive,True,
11,hostile,Metabolic Rate (Low or High),N/A,0.0,physical,False,requires medical/biological data
11,hostile,Dietary Habits,N/A,0.0,physical,False,requires medical/biological data
11,hostile,Significance: Desire to make an impact,1,0.49,other,True,
11,hostile,Psychological construct: Resilience-Trait score,1,0.45,cognitive,True,
11,hostile,Boredom Susceptibility,2,0.43,other,True,
11,hostile,Psychological construct: Consummatory Pleasure scale,1,0.37,cognitive,True,
11,hostile,Macronutrient ratio: carbs,N/A,0.0,physical,False,requires medical/biological data
11,hostile,Passport-stamps count,2,0.46,other,True,
11,hostile,Local-food sourcing %,1,0.42,other,True,
11,hostile,Patient care orientation,2,0.31,other,True,
11,hostile,Soft-skill training hours,2,0.34,other,True,
11,hostile,Graffiti appreciation,1,0.51,other,True,
11,hostile,Preference for Home-Cooked vs Restaurant Meals,N/A,0.0,other,False,requires spiritual/religious observance data
11,hostile,Immune-response age,N/A,0.0,physical,False,requires medical/biological data
11,hostile,Social-cognition variable: Cognitive Empathy,1,0.81,cognitive,True,
11,hostile,Kink-interest diversity,1,0.51,social,True,
11,hostile,Judging Consequences,2,0.37,cognitive,True,
11,hostile,Harmfulness,5,0.86,safety,True,
11,hostile,Affinity,2,0.55,emotion,True,
11,hostile,Abasement,2,0.4,other,True,
11,hostile,Chronic pain presence,2,0.37,other,True,
11,hostile,Initiative,1,0.48,other,True,
11,hostile,Courageousness,1,0.85,personality,True,
11,hostile,Joyfulness,1,0.91,emotion,True,
11,hostile,Suspicion,2,0.46,other,True,
11,hostile,Basophil count,N/A,0.0,physical,False,requires medical/biological data
11,hostile,Attachment avoidance score,N/A,0.0,physical,False,requires medical/biological data
11,hostile,Brazenness,1,0.41,personality,True,
11,hostile,Talkativeness,2,0.37,other,True,
11,hostile,Equitableness,1,0.35,other,True,
11,hostile,Ideas generated/day,1,0.48,other,True,
11,hostile,Originality,1,0.39,other,True,
11,hostile,Fearfulness: Fear of physical dangers,4,0.87,emotion,True,
11,hostile,Dance rehearsal hours/week,N/A,0.0,physical,False,requires medical/biological data
11,hostile,Public-transport km/week,2,0.47,other,True,
11,hostile,Social Desirability Bias,4,0.87,safety,True,
11,hostile,Disagreeableness,1,0.81,personality,True,
11,hostile,Participation in Community Activities,2,0.45,social,True,
11,hostile,Impudence,1,0.46,other,True,
11,hostile,Analogies,2,0.36,other,True,
11,hostile,Clumsiness,1,0.36,other,True,
11,hostile,Tendency Toward Compromise or Confrontation,2,0.38,other,True,
11,hostile,Robotics-interaction frequency,1,0.46,other,True,
11,hostile,Casual lifestyle,2,0.49,other,True,
11,hostile,Collectedness,1,0.49,other,True,
11,hostile,Reliance on context,2,0.37,other,True,
11,hostile,Delegation skills,2,0.39,social,True,
11,hostile,Managing emotions,1,0.33,other,True,
11,hostile,Scripture memorization verses,1,0.42,other,True,
11,hostile,Conventional,1,0.31,other,True,
11,hostile,Open-source contributions,2,0.37,social,True,
11,hostile,Psychological construct: Social Conformity tendency,1,0.5,cognitive,True,
11,hostile,Individuality,1,0.4,other,True,
11,hostile,Attachment style: Secure,2,0.37,other,True,
11,hostile,Intelligence Quotient (IQ),1,0.32,cognitive,True,
11,hostile,Blog-subscriber count,1,0.48,other,True,
11,hostile,Non-Verbal Communication Skills,1,0.4,linguistic,True,
11,hostile,Drug-use history,1,0.4,other,True,
11,hostile,Commute time/day,2,0.32,other,True,
11,hostile,Decision-making speed,1,0.49,other,True,
11,hostile,Psychological construct: Excuse-Making tendency,1,0.54,cognitive,True,
11,hostile,Peer-to-peer lending usage,1,0.35,social,True,
11,hostile,Psychological construct: Eye-Contact avoidance score,1,0.3,cognitive,True,
11,hostile,Social-cognition variable: Faux Pas Recognition accuracy,2,0.5,social,True,
11,hostile,Use of Nature as a Stress Reliever,1,0.31,other,True,
11,hostile,Attitude toward learning,1,0.46,cognitive,True,
11,hostile,Honesty-humility trait score,1,0.93,other,True,
11,hostile,Digital-nomad months,1,0.32,other,True,
